"project","forked","stars","forks","watchers","repoAvailable","parentProject","rootProject","mainRepo","cloneUrl","lastUpdate","numberOfCommits","numberOfTags","numberOfContributors","jmhVersion","numberOfBenchmarks","javaTarget","javaSource","firstBenchmarkFound","lastCommit","lastCommitHash","defaultBranch"
"thesmythgroup/SiftXml","false","2","1","29","true","","thesmythgroup/SiftXml","true","https://github.com/thesmythgroup/SiftXml.git","2015-03-20T17:39:47Z","18","1","1","01.04.2002","3","","1.7","1422745200","1440184786","56cb0953ff7a6af54cc3c54320f0b7bff695d2f3","master"
"uber/tchannel-java","false","123","58","2338","true","","uber/tchannel-java","true","https://github.com/uber/tchannel-java.git","2019-08-18T16:48:49Z","565","51","23","1.19","3","1.7","1.7","1441058400","1562901338","fed09520757c10dc7e4ae59d23f88d5b0615bd11","master"
"user405/test","false","0","0","1","true","","user405/test","true","https://github.com/user405/test.git","2015-10-23T11:27:47Z","954","1","15","01.05.2002","3","1.8","1.8","1425164400","1445426426","4d446b1bbae4042601f15cbb1fd55e6046475f58","master"
"rgorodischer/microbenchmarks","false","0","1","1","true","","rgorodischer/microbenchmarks","true","https://github.com/rgorodischer/microbenchmarks.git","2014-12-08T21:49:18Z","9","0","1","0.9.1","4","1.8","1.8","1406844000","1418075344","9455a81f94b4932f661949e67cf8eaa404a7a4ef","master"
"iNikem/clean","false","3","0","1","true","","iNikem/clean","true","https://github.com/iNikem/clean.git","2016-09-08T13:31:06Z","9","0","1","1.12","3","","1.8","1461042904","1473347630","212295f5fcfa43f6bc20946c194e9bc3b76ec9b9","master"
"CodeFX-org/lab-java8streamperformancebenchmark","false","5","8","3","true","","CodeFX-org/lab-java8streamperformancebenchmark","true","https://github.com/CodeFX-org/lab-java8streamperformancebenchmark.git","2019-02-07T02:30:55Z","9","0","1","","0","","","1443650400","1549506638","","master"
"cscotta/fastdtw","false","28","25","4","true","","cscotta/fastdtw","true","https://github.com/cscotta/fastdtw.git","2019-07-16T16:23:50Z","9","0","1","","0","1.6","1.6","","1336629133","","master"
"aitusoftware/flute","false","3","1","2","true","","aitusoftware/flute","true","https://github.com/aitusoftware/flute.git","2019-02-21T09:28:22Z","107","3","1","1.15","2","1.8","1.8","1477954800","1530858944","c51ab241b8b09728c675475203fc29d7bd6ec6ee","master"
"psiroky/jmh-java-benchmarks","false","0","0","1","true","","psiroky/jmh-java-benchmarks","true","https://github.com/psiroky/jmh-java-benchmarks.git","2014-05-07T14:34:39Z","9","0","1","0.7","0","1.7","1.7","","1399461676","","master"
"Amazer/htm-java","false","","","","false","","","","","","","","","","","","","","","",""
"zhousong/netty-4-0-26","false","","","","false","","","","","","","","","","","","","","","",""
"rebornwhu/java-8-lambdas-exercises","false","0","0","1","true","","rebornwhu/java-8-lambdas-exercises","true","https://github.com/rebornwhu/java-8-lambdas-exercises.git","2015-08-17T17:24:22Z","9","0","1","0.5.3","0","1.8","1.8","","1441424650","","master"
"aNNiMON/Own-Programming-Language-Tutorial","false","53","17","12","true","","aNNiMON/Own-Programming-Language-Tutorial","true","https://github.com/aNNiMON/Own-Programming-Language-Tutorial.git","2019-08-06T05:40:05Z","298","4","1","1.13","2","","1.8","1470002400","1562434351","0bd2aa10d51691dea4afb2509644047fab2b3dde","latest"
"apache/directory-kerby","false","63","47","27","true","","apache/directory-kerby","true","https://github.com/apache/directory-kerby.git","2019-08-18T16:40:56Z","1655","7","13","1.21","2","1.8","","1438380000","1565087355","5181a525ddb587c2b3d0a428572304648f53926e","trunk"
"afdw/fastcloud","false","0","0","1","true","","afdw/fastcloud","true","https://github.com/afdw/fastcloud.git","2017-02-12T13:14:33Z","29","0","1","1.17.4","2","1.8","1.8","1487862997","1487862997","8128441a874c839b89561d64a076b0ff1d05a2e4","master"
"tobijdc/PRNG-Performance","false","11","2","1","true","","tobijdc/PRNG-Performance","true","https://github.com/tobijdc/PRNG-Performance.git","2019-06-16T17:28:48Z","8","0","2","1.12","21","1.8","1.8","1462053600","1545147403","4e407dc14e80ea77d484c1a47efd1d51ed49006f","master"
"ennerf/flatbuffers-java-benchmark","false","2","3","2","true","","ennerf/flatbuffers-java-benchmark","true","https://github.com/ennerf/flatbuffers-java-benchmark.git","2016-05-18T02:58:00Z","8","0","1","1.1","13","1.6","","1422471202","1422471202","e51df9e9eb2a50a60d9de06ce9bb25963d7d7e64","master"
"gvsmirnov/jmh-gradle-sample","false","11","1","2","true","","gvsmirnov/jmh-gradle-sample","true","https://github.com/gvsmirnov/jmh-gradle-sample.git","2018-06-16T02:53:45Z","23","0","1","0.9","8","","1.8","1404165600","1425832586","7a1fd06593f86c7ebdbdb76683ee18aa921f43d9","master"
"nithril/sandbox-query-benchmark-jooq-hibernate-jdbc","false","6","4","2","true","","nithril/sandbox-query-benchmark-jooq-hibernate-jdbc","true","https://github.com/nithril/sandbox-query-benchmark-jooq-hibernate-jdbc.git","2017-04-10T12:06:07Z","8","0","1","01.11.2001","10","","","1446332400","1453652787","829fd9c849dd2eb03d2d47d13c49c23be3f4567d","master"
"bingoohuang/westcache","false","11","3","3","true","","bingoohuang/westcache","true","https://github.com/bingoohuang/westcache.git","2019-02-19T05:43:36Z","255","15","1","1.2","2","","","1483225200","1550555006","09842bf0b9299abe75551c4b51d326fcc96da42d","master"
"kevinyien/client-java","false","","","","false","","","","","","","","","","","","","","","",""
"cglib/cglib","false","2996","674","233","true","","cglib/cglib","true","https://github.com/cglib/cglib.git","2019-08-20T16:13:22Z","860","33","20","1.21","2","1.5","1.5","1456786800","1565620493","975e481faf39c91b8ac5b9b3d62822b7c52c5f47","master"
"codahale/longmapper","false","3","0","1","true","","codahale/longmapper","true","https://github.com/codahale/longmapper.git","2019-07-25T13:54:58Z","39","2","1","","2","","","1515477869","1554003567","8c041e61f7b3de9a1b72d59d72d4f5f1d36b0608","master"
"yyfrankyy/okio","false","","","","false","","","","","","","","","","","","","","","",""
"codahale/shamir","false","116","35","10","true","","codahale/shamir","true","https://github.com/codahale/shamir.git","2019-07-25T13:56:43Z","232","14","3","","2","","","1493589600","1556657027","f44e1cec1919103ad942252b42dcdf9630461c0a","master"
"DanielThomas/spring-boot-starter-netty","false","145","61","22","true","","DanielThomas/spring-boot-starter-netty","true","https://github.com/DanielThomas/spring-boot-starter-netty.git","2019-08-19T11:22:43Z","8","0","1","01.11.2002","7","","","1416504842","1446414961","d1485e7d4c8fe047e46b43f105d18b1f2b521eeb","master"
"dcapwell/collections","false","0","0","1","true","","dcapwell/collections","true","https://github.com/dcapwell/collections.git","2016-04-23T18:18:57Z","8","0","1","1.12","2","1.8","1.8","1461477273","1461477273","2f049ae59589cfe6f0a5037ce990f31b26317c7e","master"
"happy-beans/pg","false","","","","false","","","","","","","","","","","","","","","",""
"davidmoten/geo","false","287","72","38","true","","davidmoten/geo","true","https://github.com/davidmoten/geo.git","2019-08-08T08:48:21Z","358","12","6","01.11.2001","2","1.6","","1490997600","1501723740","e90d2f406133cd9b60d54a3e6bdb7423d7fcce37","master"
"davidmoten/rxjava-jdbc","false","767","106","62","true","","davidmoten/rxjava-jdbc","true","https://github.com/davidmoten/rxjava-jdbc.git","2019-08-15T02:45:31Z","846","43","12","1.15","2","1.7","","1438380000","1522714335","81e157d7071a825086bde81107b8694684cdff14","master"
"arturotena/ExperimentalStuff","false","0","0","1","true","","arturotena/ExperimentalStuff","true","https://github.com/arturotena/ExperimentalStuff.git","2014-04-04T23:42:37Z","8","0","1","0.5.4","0","1.6","1.6","","1396654933","","master"
"gAmUssA/hazelcast-mongo-experiments","false","1","0","2","true","","gAmUssA/hazelcast-mongo-experiments","true","https://github.com/gAmUssA/hazelcast-mongo-experiments.git","2018-04-05T04:26:36Z","8","0","2","","0","1.8","1.8","","1447127334","","master"
"nightzero/java8lambdas","false","0","1","1","true","","nightzero/java8lambdas","true","https://github.com/nightzero/java8lambdas.git","2015-08-30T19:11:12Z","8","0","1","0.5.3","0","1.8","1.8","","1444072638","","master"
"ESAPI/esapi-java-legacy","false","333","215","60","true","","ESAPI/esapi-java-legacy","true","https://github.com/ESAPI/esapi-java-legacy.git","2019-08-20T08:57:08Z","1663","13","17","1.21","2","1.7","1.7","1559340000","1565837348","b76f726ecfb001793e7bff3724a7cd8c93f633ed","develop"
"taojiaenx/netty-source-study","false","0","0","1","true","","taojiaenx/netty-source-study","true","https://github.com/taojiaenx/netty-source-study.git","2015-08-11T12:06:28Z","7","0","1","0.9","32","1.7","1.7","1439394534","1439394534","119c5e1f4f68c3897e3d4f5d749fb87d94d1f4f2","master"
"planetsizebrain/stringbundler-tests","false","0","0","1","true","","planetsizebrain/stringbundler-tests","true","https://github.com/planetsizebrain/stringbundler-tests.git","2015-04-12T19:17:43Z","7","0","1","1.8","29","1.7","","1427839200","1428848552","d1b2945ebeca702b410d3785a640ff4751a043f7","master"
"badlogicmanpreet/htm-java","false","","","","false","","","","","","","","","","","","","","","",""
"srvaroa/jbcnconf","false","4","3","3","true","","srvaroa/jbcnconf","true","https://github.com/srvaroa/jbcnconf_2016.git","2018-05-14T19:14:39Z","7","0","2","1.12","21","1.8","1.8","1465762219","1466260959","6f63b036205f565b0fbedd7e4d02382e0071b86e","master"
"ThomasKrieger/benchmarks","false","4","2","3","true","","ThomasKrieger/benchmarks","true","https://github.com/ThomasKrieger/benchmarks.git","2019-03-29T13:17:20Z","7","0","1","1","21","1.7","","1472680800","1517393558","0ffe9d281ac657b6adb995121905616ff865bc57","master"
"Hanmourang/Pinot","false","11","7","3","true","","Hanmourang/Pinot","true","https://github.com/Hanmourang/Pinot.git","2019-04-04T14:28:45Z","1691","54","17","01.10.2004","2","1.8","1.8","1443650400","1446746783","85204d140c34470a948e000a8562b87c0cc3f1d7","master"
"HansBrende/f8","false","1","0","1","true","","HansBrende/f8","true","https://github.com/HansBrende/f8.git","2019-02-02T23:42:02Z","26","1","1","1.21","2","1.8","1.8","1543618800","1549150915","e0b8cf31c313e76a2aee05420c2df78a67870735","master"
"elbek/ir","false","0","0","1","true","","elbek/ir","true","https://github.com/elbek/ir.git","2017-03-10T18:43:03Z","7","0","1","","6","","","1490328861","1490328861","04f1d1545add58d2171599fa0be8eec2d7c135c5","master"
"iok1979/test","false","0","0","1","true","","iok1979/test","true","https://github.com/iok1979/test.git","2017-03-04T07:29:38Z","7","0","1","01.11.2002","5","1.8","1.8","1488628134","1488628134","22e1c683089ec2624efbb82d4b4a948475fa515b","master"
"amoAHCP/Java8LunchSchool","false","0","2","1","true","","amoAHCP/Java8LunchSchool","true","https://github.com/amoAHCP/Java8LunchSchool.git","2016-06-03T14:00:45Z","7","0","2","1.8","4","1.8","1.8","1465460082","1465460082","8019552582387a3caec0ba372b7a9266c6430eca","master"
"joyent/java-manta","false","15","22","54","true","","joyent/java-manta","true","https://github.com/joyent/java-manta.git","2019-08-05T16:14:21Z","1021","39","16","1.21","2","","","1490997600","1565021656","94e6a130e2ae996f9f3a4ef32811a6f585ea7e7a","master"
"json-iterator/java","false","1138","367","112","true","","json-iterator/java","true","https://github.com/json-iterator/java.git","2019-08-17T14:24:10Z","460","16","13","1.2","2","1.6","1.6","1483225200","1552402499","e48a7a1958f5f99ceb2a419d88e92131843388b1","master"
"hobinyoon/mutant-cassandra-2-2-3","false","","","","false","","","","","","","","","","","","","","","",""
"jayjaykim/jmh-sample","false","0","1","1","true","","jayjaykim/jmh-sample","true","https://github.com/jayjaykim/jmh-sample.git","2016-03-15T16:01:34Z","7","0","1","01.11.2003","4","1.8","","1458470009","1458470009","0c356c096f312af6a478e6a9b96c1acfe9f51b25","master"
"TechEmpower/misc","false","4","2","5","true","","TechEmpower/misc","true","https://github.com/TechEmpower/misc.git","2018-07-22T02:57:19Z","7","0","1","1.13","4","1.8","","1485903600","1486684839","e409b76d65c20818498a7ee634b4518614dc28a2","master"
"konik-io/itext-carriage","false","0","1","1","true","","konik-io/itext-carriage","true","https://github.com/konik-io/itext-carriage.git","2014-09-16T19:47:40Z","40","1","1","","2","","","1406844000","1411510907","96eebce2081f81fafb68506c1e57746aaf6c9d10","master"
"konik-io/konik","false","29","13","7","true","","konik-io/konik","true","https://github.com/konik-io/konik.git","2019-07-23T11:40:09Z","380","31","4","1.1","2","","1.8","1406844000","1562312955","4db9784d768740afae2b98d4add61a6e45b8c700","master"
"konik-io/pdfbox-carriage","false","3","2","1","true","","konik-io/pdfbox-carriage","true","https://github.com/konik-io/pdfbox-carriage.git","2019-02-25T21:29:12Z","67","9","3","","2","","","1408743477","1551130101","677aac3d009cc62a42984743fb44127f239d52c1","master"
"akarnokd/ReactiveChannel","false","2","0","1","true","","akarnokd/ReactiveChannel","true","https://github.com/akarnokd/ReactiveChannel.git","2015-12-23T12:42:14Z","7","0","1","01.11.2001","2","1.8","1.8","1444890942","1444890942","00fad773c3f52787d172cc85edc5bea351567c5a","master"
"escalate42/Javaz-Benchmarks","false","1","0","2","true","","escalate42/Javaz-Benchmarks","true","https://github.com/escalate42/Javaz-Benchmarks.git","2015-01-29T08:06:16Z","7","0","1","1.5","2","1.8","","1422514631","1422514631","e25448c586de11b031ea83d30868b0acbaf24e57","master"
"nithril/packedobject-test","false","0","0","1","true","","nithril/packedobject-test","true","https://github.com/nithril/packedobject-test.git","2015-05-16T19:31:41Z","7","0","1","01.09.2002","2","1.8","1.8","1432153891","1432153891","ccc7e17c891f3a7064ad68fd562c96123718de86","master"
"Mercateo/json-schema","false","1","2","9","true","","Mercateo/json-schema","true","https://github.com/Mercateo/json-schema.git","2019-04-27T20:00:04Z","146","13","4","1.21","2","","","1504216800","1556312049","eb7f822131409d14d8a0e97ce2e14ce56812458c","master"
"Mercateo/rest-schemagen","false","15","15","8","true","","Mercateo/rest-schemagen","true","https://github.com/Mercateo/rest-schemagen.git","2019-06-13T13:55:29Z","195","25","6","1.2","2","1.8","1.8","1456786800","1560434126","af1d28141c9f3b1ccf00c0a1da7196378bfe3598","master"
"mweirauch/micrometer-jvm-extras","false","38","4","5","true","","mweirauch/micrometer-jvm-extras","true","https://github.com/mweirauch/micrometer-jvm-extras.git","2019-08-12T18:27:29Z","75","5","4","1.21","2","","","1551394800","1565634445","f781afa111041895bb9ae1441f14000013c4382d","master"
"Netflix/servo","false","1308","275","461","true","","Netflix/servo","true","https://github.com/Netflix/servo.git","2019-08-18T16:27:07Z","1270","103","31","","2","1.8","1.8","1435701600","1562268669","6480bc4aedfd0b03dcfa16fb41ce76d46882eda0","master"
"netzwerg/paleo","false","63","15","9","true","","netzwerg/paleo","true","https://github.com/netzwerg/paleo.git","2019-07-22T10:47:05Z","188","23","5","1.19","2","1.8","1.8","1454281200","1510654038","2867def58523861a628d28a1a6eed914aad35e36","master"
"joekearney/string-search-bench","false","0","0","0","true","","joekearney/string-search-bench","true","https://github.com/joekearney/string-search-bench.git","2014-05-21T22:31:19Z","7","0","1","0.7.2","0","1.7","1.7","","1400711469","","master"
"nom-tam-fits/nom-tam-fits","false","34","20","9","true","","nom-tam-fits/nom-tam-fits","true","https://github.com/nom-tam-fits/nom-tam-fits.git","2019-07-11T12:21:23Z","689","11","9","01.11.2002","2","1.6","1.6","1448924400","1562847551","2a3fc7b8261a533959a87583993013c569e5f1ab","master"
"SerCeMan/reflection-access-tests","false","4","0","0","true","","SerCeMan/reflection-access-tests","true","https://github.com/SerCeMan/reflection-access-tests.git","2018-04-09T22:15:06Z","7","0","1","0.5.3","0","1.7","1.7","","1395073673","","master"
"peptos/traffic-shm","false","58","17","7","true","","peptos/traffic-shm","true","https://github.com/peptos/traffic-shm.git","2019-08-20T13:09:07Z","2","1","1","1.15","2","1.6","1.6","1534232607","1534309568","fb529d8f919be20573e28a7ce61a9e0fee93f802","master"
"leeyikjiun/blog","false","0","0","1","true","","leeyikjiun/blog","true","https://github.com/leeyikjiun/blog.git","2015-10-10T11:36:21Z","6","0","1","1.11","17","1.6","","1446332400","1446777912","1a218e4c1b7d90833ae4d231cf4fc76f66481657","master"
"PhantomThief/more-lambdas-java","false","15","6","2","true","","PhantomThief/more-lambdas-java","true","https://github.com/PhantomThief/more-lambdas-java.git","2019-08-16T08:25:28Z","201","36","3","1.21","2","","","1564610400","1565862766","703f658d2642c4f196800651f2397c1360da7663","master"
"PhantomThief/simple-failover-java","false","8","4","2","true","","PhantomThief/simple-failover-java","true","https://github.com/PhantomThief/simple-failover-java.git","2019-08-20T03:50:00Z","197","19","3","1.21","2","1.8","1.8","1561932000","1566217362","81c480634f8bec1d2e21464b590d7683156e6e4d","master"
"xzy256/grpc-java-mips64","false","0","0","0","true","","xzy256/grpc-java-mips64","true","https://github.com/xzy256/grpc-java-mips64.git","2017-06-06T02:32:46Z","6","0","1","1.12","15","1.6","1.6","1496716323","1496820214","82bd1c7f95879af3065b7269c42a195d6e87e3d0","master"
"rabbitmq/rabbitmq-perf-test","false","109","49","19","true","","rabbitmq/rabbitmq-perf-test","true","https://github.com/rabbitmq/rabbitmq-perf-test.git","2019-08-19T10:48:20Z","628","45","12","1.21","2","1.8","1.8","1517439600","1566211696","d73d4e104ebc10f9578717f77a1a32c190306704","master"
"strahanjen/strahanjen-github-io","false","","","","false","","","","","","","","","","","","","","","",""
"reaktivity/nukleus-tcp.java","false","1","7","2","true","","reaktivity/nukleus-tcp.java","true","https://github.com/reaktivity/nukleus-tcp.java.git","2019-08-14T21:56:37Z","828","80","6","1.17.4","2","9","9","1485903600","1565819788","2132f30a027a7eb079556cbccb343fbbc356283a","develop"
"relayrides/pushy","false","1046","287","167","true","","relayrides/pushy","true","https://github.com/relayrides/pushy.git","2019-08-19T16:11:37Z","1421","42","28","1.21","2","1.7","1.7","1464732000","1562551498","5f08e9dbe297e7e1441a122a77beb2ade434b8e9","master"
"runidle/runidle-testing","false","0","0","0","true","","runidle/runidle-testing","true","https://github.com/runidle/runidle-testing.git","2016-12-03T05:38:00Z","6","0","2","1.15","9","1.8","1.8","1480774844","1480774844","8d7477be31fae1ae9a977b9356f1baa4748ddd00","master"
"requery/requery","false","2856","247","95","true","","requery/requery","true","https://github.com/requery/requery.git","2019-08-17T06:54:01Z","848","43","33","1.12","2","1.7","1.7","1453871412","1564732051","64bd2892d3968648c9bad38b347db4c81fed9b79","master"
"mwringe/hawkular-metrics","true","0","0","1","true","hawkular/hawkular-metrics","hawkular/hawkular-metrics","","https://github.com/mwringe/hawkular-metrics.git","2016-02-08T20:46:14Z","3046","10","26","1.17.4","2","1.8","","","","e862addc40c54d911ec23ca79e4822ff3759441d","master"
"eonezhang/servo","true","0","0","1","true","Netflix/servo","Netflix/servo","","https://github.com/eonezhang/servo.git","2015-09-14T06:45:35Z","1128","72","21","","2","1.8","1.8","","","5cc352c8c7f5b1b31c3e2e0ce0233cee74ede1e4","master"
"mcculls/cglib","true","0","0","1","true","cglib/cglib","cglib/cglib","","https://github.com/mcculls/cglib.git","2016-02-04T12:16:33Z","818","19","15","01.11.2003","2","1.5","1.5","","","b2d4bff2517fdc9db6e87c5494ba9ae935fe825c","master"
"tkowalcz/openjdk-jmh","false","0","0","1","true","","tkowalcz/openjdk-jmh","true","https://github.com/tkowalcz/openjdk-jmh.git","2015-05-26T19:16:31Z","6","0","1","01.09.2003","6","1.8","","1432806854","1432806854","6962e45d493c43b260219ac600b31502207eead2","master"
"rodolfodpk/myeslib2","false","2","2","1","true","","rodolfodpk/myeslib2","true","https://github.com/rodolfodpk/myeslib2.git","2019-06-30T22:13:28Z","213","1","1","1.5","2","","","1422745200","1435173682","f3e20470b5b8b181d9c344b5fd8616a628b9cd6f","master"
"stagraqubole/presto","true","0","0","1","true","prestodb/presto","prestodb/presto","","https://github.com/stagraqubole/presto.git","2016-03-18T00:24:43Z","3530","73","33","0.7.1","2","","","","","d7f77266b610b9b8e6ae2c51aa9ff3c381524197","master"
"davidbecker/SquidLib","true","0","0","1","true","SquidPony/SquidLib","SquidPony/SquidLib","","https://github.com/davidbecker/SquidLib.git","2015-08-23T08:01:09Z","346","6","3","01.11.2001","2","1.6","1.6","","","13b6ace68a2d3c54efce8849ffcc6e654cabe25d","master"
"thomasnield/rxjava-jdbc","true","0","0","1","true","davidmoten/rxjava-jdbc","davidmoten/rxjava-jdbc","","https://github.com/thomasnield/rxjava-jdbc.git","2016-09-04T16:22:15Z","765","28","9","01.09.2003","2","1.7","","","","d24f4c7edec895607130bccc579bbdf12e842885","master"
"jasonchaffee/parseq","true","0","0","1","true","linkedin/parseq","linkedin/parseq","","https://github.com/jasonchaffee/parseq.git","2015-07-07T07:41:46Z","290","18","13","01.10.2003","2","1.8","1.8","","","87037f6fdbce10efb26232b44c523b7333908bf6","master"
"jforge/rapidpm-microservice","true","0","0","1","true","svenruppert/rapidpm-microservice","svenruppert/rapidpm-microservice","","https://github.com/jforge/rapidpm-microservice.git","2018-08-12T21:29:54Z","43","1","2","","2","","","","","6181cab9613d5fb16034b6937523ec0e3ca5fd83","develop"
"marcomorain/rate-limited-logger","true","0","0","1","true","Swrve/rate-limited-logger","Swrve/rate-limited-logger","","https://github.com/marcomorain/rate-limited-logger.git","2016-01-25T14:18:50Z","71","0","2","01.05.2001","2","1.6","1.6","","","d4ddc8608279588023c0f15a3448333d5f20c77e","master"
"drankye/directory-kerby","true","1","0","3","true","apache/directory-kerby","apache/directory-kerby","","https://github.com/drankye/directory-kerby.git","2016-01-23T15:12:52Z","1145","0","8","01.11.2001","2","1.7","1.7","","","8eb310de783d7e5958cae8d5bd6ab6b239d9e67f","trunk"
"dain/aircompressor","true","1","0","1","true","airlift/aircompressor","airlift/aircompressor","","https://github.com/dain/aircompressor.git","2018-09-24T20:12:26Z","206","12","9","","2","1.8","","","","f093ed08b58e7fee174de53cfb1c8a2c8ff6018a","master"
"pinotlytics/pinot","true","1","0","0","true","apache/incubator-pinot","apache/incubator-pinot","","https://github.com/pinotlytics/pinot.git","2018-11-10T17:02:30Z","1923","54","18","01.10.2004","2","1.8","1.8","","","a38c200f53b561e51f6bff31d067fbb530952339","master"
"incubos/yoctodb","true","1","0","1","true","yandex/yoctodb","yandex/yoctodb","","https://github.com/incubos/yoctodb.git","2017-09-20T14:38:08Z","177","5","3","1.13","2","1.7","","","","38d2d140daf07803b0155a2d62efc91ead55b0dc","master"
"rsby/gunmetal","true","2","0","1","true","gunmetal/gunmetal","gunmetal/gunmetal","true","https://github.com/rsby/gunmetal.git","2017-10-25T09:11:58Z","212","0","2","01.11.2002","2","","","1469888713","1469888713","f5907a839af6808c9e4bbe80af92b7e4357f6a3b","master"
"tietang/rxjava-jdbc","true","0","0","1","true","davidmoten/rxjava-jdbc","davidmoten/rxjava-jdbc","","https://github.com/tietang/rxjava-jdbc.git","2015-09-02T06:19:44Z","697","22","3","01.09.2003","2","1.7","","","","e0795823b669c4ecdffcff93d00e095262896d2d","master"
"AOSPB/external-okhttp","false","","","","false","","","","","","","","","","","","","","","",""
"sangupta/gather","false","24","3","4","true","","sangupta/gather","true","https://github.com/sangupta/gather.git","2019-04-11T04:31:19Z","114","3","1","1.19","2","1.7","1.7","1504216800","1515714335","3ec92d2204731f4a21a96b451f96c8a7b6c1e86b","master"
"puneetarora2000/fastdtw-1","true","0","0","1","true","davidmoten/fastdtw","cscotta/fastdtw","","https://github.com/puneetarora2000/fastdtw-1.git","2015-09-02T19:20:51Z","98","1","2","1.2","2","1.6","1.6","","","1e89ca622d56e384960d4a3795c68354cee543a9","master"
"jjYBdx4IL/fannj","true","0","0","1","true","krenfro/fannj","krenfro/fannj","","https://github.com/jjYBdx4IL/fannj.git","2019-02-16T16:33:22Z","38","3","1","1.12","2","9","9","","","f0b0f70a4225e7d22d8b54289e45a73e328cd76c","master"
"NovusTheory/yangtools","false","","","","false","","","","","","","","","","","","","","","",""
"urbanairship/pushy","true","2","0","73","true","relayrides/pushy","relayrides/pushy","","https://github.com/urbanairship/pushy.git","2019-07-18T19:46:29Z","1291","35","28","1.17.2","2","1.7","1.7","","","30ca3d8ce8461de5162c65d5a1652e7caac7ae3f","master"
"entelesis/servo","true","0","0","1","true","Netflix/servo","Netflix/servo","","https://github.com/entelesis/servo.git","2015-11-01T05:02:07Z","1145","36","21","","2","1.8","1.8","","","0104f7bfdc8c241f85e9f43d3aea1199321f3a07","master"
"is00hcw/parseq","true","0","0","1","true","linkedin/parseq","linkedin/parseq","","https://github.com/is00hcw/parseq.git","2015-09-29T08:11:19Z","266","21","11","01.10.2003","2","1.8","1.8","","","0e245c364c17a9a208982cfbc1f61f597ec7065b","master"
"ktoso/hpack","true","0","0","1","true","twitter/hpack","twitter/hpack","","https://github.com/ktoso/hpack.git","2015-09-15T00:45:39Z","57","12","3","01.07.2001","2","1.6","1.6","","","d71e550b4b933f1a1528102d83aef183fd819f9d","master"
"brharrington/servo","true","0","0","1","true","Netflix/servo","Netflix/servo","","https://github.com/brharrington/servo.git","2019-06-03T21:47:40Z","1268","33","30","","2","1.8","1.8","","","d67b5afce8c50bd9e9e31c288dbf4b78fb2ac815","master"
"vtsyryuk/rxjava-jdbc","true","0","0","1","true","davidmoten/rxjava-jdbc","davidmoten/rxjava-jdbc","","https://github.com/vtsyryuk/rxjava-jdbc.git","2015-09-15T11:33:05Z","701","22","3","01.09.2003","2","1.7","","","","4f7664306401e467cbcc89906fe44c7432a5aa47","master"
"pravsingh/Algorithm-Implementations","true","3","1","4","true","kennyledet/Algorithm-Implementations","kennyledet/Algorithm-Implementations","","https://github.com/pravsingh/Algorithm-Implementations.git","2017-03-27T18:11:03Z","1587","0","88","","2","","","","","5e02bb24f9586d1f4c37ab8b6d6264c6a346efbc","master"
"plusplusjiajia/directory-kerby","true","0","0","2","true","apache/directory-kerby","apache/directory-kerby","","https://github.com/plusplusjiajia/directory-kerby.git","2019-01-09T02:51:11Z","1641","0","12","1.21","2","1.8","","","","e15570488aad061116f12de229ea73d85fd3ec0a","trunk"
"dryuf/dryuf-collection-persistent","false","","","","false","","","","","","","","","","","","","","","",""
"jotak/hawkular-metrics","true","0","0","1","true","hawkular/hawkular-metrics","hawkular/hawkular-metrics","","https://github.com/jotak/hawkular-metrics.git","2016-08-18T13:58:19Z","3103","33","27","1.17.4","2","1.8","","","","ed5c2394f8d20567d0b9fbce37afdae811b25354","master"
"conversant/disruptor-benchmark","false","","","","false","","","","","","","","","","","","","","","",""
"solarknight/algorithm-exercise","false","","","","false","","","","","","","","","","","","","","","",""
"matrixdigi/pinot","true","0","0","1","true","apache/incubator-pinot","apache/incubator-pinot","","https://github.com/matrixdigi/pinot.git","2018-11-10T17:02:29Z","1679","54","18","01.10.2004","2","1.8","1.8","","","2026e8ce3230fbb011ac6626b4c107dd082cce4c","master"
"arthurdandrea/client-java","false","","","","false","","","","","","","","","","","","","","","",""
"kekbur/logback-ext","true","0","0","1","true","WriskHQ/logback-ext","trautonen/logback-ext","","https://github.com/kekbur/logback-ext.git","2017-05-01T17:50:47Z","120","7","3","1.14","2","1.8","1.8","","","40c2f838c198ffe375e04a52a50bcdd11e029b52","master"
"jonefeewang/armeria","true","0","0","0","true","line/armeria","line/armeria","","https://github.com/jonefeewang/armeria.git","2017-07-26T00:49:59Z","852","75","37","","2","1.8","1.8","","","1f6e2104e6818cb8a45cd06531cb8780a376eede","master"
"Poxos/collections-m0e4","true","0","0","1","true","Java-Courses/collections-m0e4","Java-Courses/collections-m0e4","","https://github.com/Poxos/collections-m0e4.git","2015-09-15T19:09:52Z","11","0","1","01.10.2003","2","1.7","","","","b060414272a10b6af18596f6b0cb19487efc3073","master"
"davidmoten/fastdtw","true","19","10","4","true","cscotta/fastdtw","cscotta/fastdtw","","https://github.com/davidmoten/fastdtw.git","2019-04-08T15:12:29Z","98","1","2","1.2","2","1.6","1.6","","","1e89ca622d56e384960d4a3795c68354cee543a9","master"
