project;commit;benchmark;params;i96Cov;i97Cov;i98Cov;i99Cov;i100Cov;maxDeltaCov;i96Ci;i97Ci;i98Ci;i99Ci;i100Ci;maxDeltaCi;maxCi;i96Divergence;i97Divergence;i98Divergence;i99Divergence;i100Divergence;averageDivergence
rxjava;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableConvert;count=100;0.190727197;0.190067474;0.189460451;0.188776436;0.188317499;0.002409698;0.042732272;0.029385636;0.038115302;0.038556856;0.0372044;0.007818764;0.042732272;0.997611275;0.997424248;0.993993271;0.995858327;0.997675244;0.996512473
rxjava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsPublisher;times=1000000;0.046235069;0.046280669;0.046323739;0.046385554;0.046406194;1.71E-04;0.016232817;0.014021456;0.014741956;0.015052015;0.015820942;0.001799485;0.016232817;0.99646173;0.996586798;0.997753471;0.996025838;0.995751725;0.996515912
rxjava;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableDedicated;count=1000000;0.109772422;0.109541481;0.109336257;0.109145078;0.108997231;7.75E-04;0.040129464;0.037772292;0.040942939;0.039726892;0.03914618;0.001796759;0.040942939;0.995026714;0.995280027;0.9950322;0.997793012;0.999496671;0.996525725
rxjava;;io.reactivex.xmapz.FlowableConcatMapSinglePerf.flowableConvert;count=1000000;0.121765588;0.12149262;0.121228166;0.120960352;0.120705029;0.001060558;0.048615314;0.054295959;0.049635805;0.045419094;0.049505414;0.004790545;0.054295959;0.996165978;0.998154369;0.998640071;0.995964214;0.993766261;0.996538178
rxjava;;io.reactivex.xmapz.ObservableSwitchMapMaybeEmptyPerf.observableConvert;count=1000000;0.133889351;0.133662072;0.133446126;0.133215431;0.133016925;8.72E-04;0.053200244;0.055979256;0.052200903;0.051982379;0.052947673;0.003031584;0.055979256;0.997613073;0.998026742;0.995041566;0.997067375;0.994948198;0.996539391
rxjava;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain;count=1000000;0.096762126;0.096284288;0.095808714;0.095334564;0.09486468;0.001897446;0.004114563;0.001783792;0.004471273;0.003126644;0.009038406;0.007254614;0.009038406;0.998803053;0.993097506;0.997708263;0.998621576;0.994475492;0.996541178
rxjava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observableConvert;count=10000;0.162135949;0.161627887;0.161925281;0.162574222;0.162142718;5.15E-04;0.02172179;0.018360265;0.018714294;0.022235343;0.018074217;0.004161126;0.022235343;0.996242399;0.997255947;0.994214651;0.997826148;0.997240153;0.996555859
rxjava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableConvert;count=1000000;0.064709544;0.06448494;0.064266859;0.064037906;0.06382157;8.88E-04;0.017609182;0.019873611;0.018807654;0.01875013;0.017796019;0.002077592;0.019873611;0.998463797;0.99797024;0.996450561;0.995913244;0.994038392;0.996567247
rxjava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000&maxConcurrency=1&work=100;0.112601116;0.112401999;0.112311757;0.112132941;0.111920438;6.81E-04;0.039181796;0.038763448;0.039072092;0.033423099;0.03993017;0.00650707;0.03993017;0.996967365;0.996900322;0.997424829;0.996793163;0.994796986;0.996576533
rxjava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000&maxConcurrency=8&work=100;0.163564704;0.163112629;0.162934077;0.162526106;0.162336376;0.001228328;0.032769166;0.02985376;0.029087878;0.029048107;0.027411985;0.005357181;0.032769166;0.994726135;0.995855236;0.995613168;0.998840747;0.997853935;0.996577844
rxjava;;io.reactivex.xmapz.ObservableSwitchMapMaybeEmptyPerf.observableDedicated;count=1000000;0.140003336;0.139751388;0.139467296;0.139220667;0.138897513;0.001105823;0.051365451;0.055013423;0.053888784;0.048248554;0.046811913;0.00820151;0.055013423;0.994407176;0.996086005;0.999129974;0.997922009;0.995412804;0.996591594
rxjava;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableDedicated;count=1000000;0.050067807;0.049883409;0.049779801;0.049618217;0.049551973;5.16E-04;0.006248944;0.004650613;0.006293094;0.004309138;0.006106354;0.001797216;0.006293094;0.997317024;0.999531523;0.995380594;0.995392949;0.995375885;0.996599595
rxjava;;io.reactivex.BinaryFlatMapPerf.maybeFlattenAsPublisher;times=1000;0.128426067;0.127848974;0.127279734;0.126707409;0.126924972;0.001501095;0.007874528;0.008275226;0.007153069;0.005799072;0.007934354;0.002135282;0.008275226;0.996899453;0.994257664;0.997377718;0.996582736;0.997901805;0.996603875
rxjava;;io.reactivex.xmapz.FlowableFlatMapCompletablePerf.flowableDedicated;count=100;0.140743798;0.14109984;0.140527068;0.141037282;0.140868425;3.41E-04;0.029077538;0.028417569;0.029653268;0.033669542;0.030967868;0.002701674;0.033669542;0.995859495;0.993738353;0.998959753;0.996960554;0.997522348;0.996608101
rxjava;;io.reactivex.xmapz.ObservableFlatMapSinglePerf.observablePlain;count=1000000;0.097071578;0.097744244;0.098229564;0.098654076;0.099195501;0.002123923;0.032610282;0.036656526;0.034719522;0.034775463;0.036209096;0.003598814;0.036656526;0.993896845;0.99850839;0.996966752;0.998279832;0.995424255;0.996615215
rxjava;;io.reactivex.xmapz.FlowableConcatMapMaybePerf.flowablePlain;count=100000;0.081555128;0.081179185;0.080824886;0.080479085;0.080182687;0.001372441;0.004787588;0.002633646;0.003384464;0.002357002;0.004484954;0.002127951;0.004787588;0.995646908;0.997396051;0.994717592;0.997125955;0.998195012;0.996616304
rxjava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowablePlain;count=10000;0.053948837;0.053762261;0.05365503;0.053645382;0.053560449;3.88E-04;0.004121116;0.005122187;0.003720231;0.005655297;0.004550683;0.001104614;0.005655297;0.999147216;0.995402901;0.995434033;0.997447077;0.995666365;0.996619519
rxjava;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowablePlain;count=1;0.204485134;0.203528726;0.202934727;0.204112432;0.203722982;7.88E-04;0.012687583;0.015355581;0.013942268;0.013032801;0.015686333;0.00299875;0.015686333;0.99557394;0.997362487;0.996592189;0.997812551;0.995775145;0.996623262
rxjava;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs1;times=1;0.218594463;0.217800559;0.216883521;0.218020237;0.217983793;0.001100271;0.01954611;0.027901515;0.016933367;0.022172168;0.013064787;0.014836728;0.027901515;0.997884886;0.997625294;0.996488808;0.996050829;0.995135728;0.996637109
rxjava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableConvert;count=1000000;0.128178784;0.127983141;0.1278149;0.127628383;0.127429137;7.50E-04;0.057655853;0.057361783;0.053553124;0.054395967;0.056507522;0.002954397;0.057655853;0.994452885;0.997573881;0.996806795;0.996330328;0.99806942;0.996646662
rxjava;;io.reactivex.xmapz.ObservableFlatMapSinglePerf.observableConvert;count=1;0.301333243;0.299972279;0.299752272;0.299881317;0.299589865;0.001743378;0.031720744;0.036382762;0.034480449;0.038246465;0.037302282;0.005581538;0.038246465;0.995324826;0.998247098;0.996120473;0.996481062;0.997116423;0.996657976
rxjava;;io.reactivex.xmapz.ObservableSwitchMapMaybePerf.observableConvert;count=100000;0.143186816;0.143296886;0.142725065;0.142157456;0.141583737;0.001713148;0.01601402;0.016621377;0.016764827;0.020039471;0.013944944;0.006094528;0.020039471;0.997779705;0.996353732;0.996730215;0.995859902;0.996596199;0.996663951
rxjava;;io.reactivex.parallel.ParallelPerf.groupBy;compute=10000&count=10000&parallelism=1;0.044102418;0.043978379;0.043845246;0.043735161;0.04362526;4.77E-04;0.018701744;0.017160126;0.017729095;0.019801686;0.018512569;0.001352444;0.019801686;0.99792094;0.999681926;0.999004445;0.993184373;0.993633685;0.996685074
rxjava;;io.reactivex.ObservableFlatMapPerf.flatMapXRange;count=10000;0.099517842;0.099636944;0.099365559;0.099474744;0.099100315;5.37E-04;0.016689394;0.01583059;0.014057435;0.016010837;0.019480449;0.005423014;0.019480449;0.99567459;0.998736677;0.995334723;0.998416109;0.995366312;0.996705682
rxjava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1&maxConcurrency=128;0.194244441;0.193539185;0.192729911;0.191894915;0.191542287;0.002702154;0.011163863;0.010445329;0.012832394;0.012358701;0.027780997;0.017335669;0.027780997;0.997838639;0.994864058;0.997992509;0.996937906;0.995932278;0.996713078
rxjava;;io.reactivex.EachTypeFlatMapPerf.bpRangeMapRange;times=1;0.457482145;0.457590894;0.456164802;0.454099369;0.455013325;0.002577569;0.052935723;0.065806912;0.055062688;0.065531073;0.058844303;0.006962609;0.065806912;0.993991343;0.998662904;0.998726824;0.996143975;0.996085972;0.996722204
rxjava;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableConvert;count=1;0.210731729;0.209750899;0.208753126;0.208000011;0.207046886;0.003684843;0.018753436;0.022036465;0.023747306;0.011062015;0.01885417;0.007792155;0.023747306;0.997370015;0.994479632;0.996444671;0.996953079;0.998412172;0.996731914
rxjava;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow1;times=100;0.125477128;0.125215055;0.124726663;0.124413697;0.124197542;0.001279586;0.021815599;0.021245408;0.022579791;0.020422306;0.021588216;0.001165909;0.022579791;0.99814897;0.998705496;0.994815989;0.99662001;0.995412345;0.996740562
rxjava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=10000&maxConcurrency=256;0.217354718;0.216885589;0.216206129;0.215427182;0.215011273;0.002343445;0.032978305;0.037613799;0.035171438;0.029580156;0.03502082;0.005440665;0.037613799;0.999132182;0.995849582;0.994096934;0.997460732;0.997181165;0.996744119
rxjava;;io.reactivex.parallel.ParallelPerf.groupBy;compute=10000&count=10000&parallelism=3;0.159696828;0.159628024;0.159580626;0.159534283;0.159513977;1.83E-04;0.040245919;0.040337599;0.040916281;0.039838211;0.04340401;0.003565799;0.04340401;0.997588929;0.998509362;0.997448159;0.995053383;0.9951443;0.996748827
rxjava;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observableDedicated;count=100000;0.123392845;0.123724462;0.123108481;0.12250818;0.121904014;0.001820448;0.008374533;0.007740323;0.010860951;0.008306682;0.009336948;0.001596625;0.010860951;0.9937932;0.995906886;0.998432993;0.998996028;0.996615427;0.996748907
rxjava;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableConvert;count=1;0.234632947;0.233580835;0.232548193;0.233049438;0.232099599;0.002533348;0.021761154;0.019505863;0.019958172;0.027518125;0.015621534;0.01189659;0.027518125;0.99719167;0.995849503;0.996995785;0.997637931;0.996072006;0.996749379
rxjava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observablePlain;count=100000;0.163279422;0.162773007;0.162227003;0.161751206;0.161203944;0.002075479;0.034660752;0.036014966;0.030115896;0.037834845;0.031278961;0.006555884;0.037834845;0.997677733;0.994343636;0.996655358;0.998976514;0.996140927;0.996758834
log4j2;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.log4j2ExtendedThrowable;;0.403370345;0.40242359;0.401603268;0.400666254;0.39983361;0.003536736;0.12010627;0.087891154;0.109837391;0.123109372;0.091644369;0.031465004;0.123109372;0.997486128;0.997619627;0.996758891;0.99719392;0.998463913;0.997504496
rxjava;;io.reactivex.StrictPerf.internal;count=1000000&cpu=100;0.006658177;0.006763343;0.006853815;0.006959804;0.007073976;4.16E-04;0.001611785;0.001590813;0.001863927;0.001972307;0.001687271;2.85E-04;0.001972307;0.997322458;0.997439688;0.997271137;0.995352594;0.996429272;0.99676303
rxjava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapHidePublisher;times=1000;0.143775659;0.143109035;0.142453662;0.141802513;0.141158429;0.00261723;0.012404094;0.005896894;0.008292855;0.007617735;0.012944296;0.007047401;0.012944296;0.999310678;0.995594958;0.997241774;0.999657228;0.992016651;0.996764258
rxjava;;io.reactivex.parallel.ParallelPerf.flatMap;compute=1000&count=10000&parallelism=2;0.076005033;0.075843589;0.075769351;0.075700146;0.075540364;4.65E-04;0.029270325;0.031644163;0.02910727;0.029551916;0.028396342;0.003247822;0.031644163;0.997680762;0.995414249;0.997695066;0.995944698;0.997112635;0.996769482
rxjava;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observablePlain;count=1;0.192532804;0.191954636;0.191343982;0.191813097;0.192372055;0.001028073;0.015450635;0.012144589;0.010055784;0.014462302;0.010273512;0.005177124;0.015450635;0.997138685;0.994711473;0.998794447;0.997988308;0.995254623;0.996777507
rxjava;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableConvert;count=1000;0.106737867;0.106525773;0.106315393;0.106023587;0.105917337;8.21E-04;0.02075202;0.026773619;0.018466015;0.021653063;0.022090481;0.004683138;0.026773619;0.997592151;0.999071507;0.996844831;0.994095799;0.996329584;0.996786774
rxjava;;io.reactivex.xmapz.FlowableFlatMapCompletablePerf.flowableConvert;count=10000;0.198951112;0.198914039;0.198536044;0.198044075;0.197608882;0.00134223;0.030648669;0.039669055;0.039509433;0.034090204;0.035087197;0.004581858;0.039669055;0.998546125;0.996925842;0.995626445;0.997113907;0.995747163;0.996791896
rxjava;;io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observablePlain;count=10000;0.202428096;0.202119227;0.201914953;0.201776286;0.202365175;5.89E-04;0.030831825;0.032470502;0.036915573;0.038096737;0.030358399;0.007738339;0.038096737;0.99751844;0.999252655;0.998377702;0.99626735;0.992579224;0.996799074
rxjava;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs0;times=1000000;0.14387139;0.143564048;0.143290793;0.143018992;0.14274323;0.00112816;0.060538501;0.058061864;0.053565384;0.058137041;0.050476299;0.010062202;0.060538501;0.998533156;0.997648667;0.997432663;0.998361827;0.992141208;0.996823504
rxjava;;io.reactivex.xmapz.ObservableFlatMapCompletablePerf.observableConvert;count=10000;0.156935721;0.157023903;0.157082333;0.156980237;0.156607451;4.75E-04;0.019746882;0.02017558;0.017126376;0.021358492;0.021179207;0.004052832;0.021358492;0.998295015;0.995712326;0.998840509;0.996018264;0.995325065;0.996838236
rxjava;;io.reactivex.ToFlowablePerf.flowable;times=1000;0.149110989;0.148463352;0.147986464;0.147411552;0.146940051;0.002170938;0.012843905;0.015154216;0.017978058;0.018794927;0.016001407;0.003157502;0.018794927;0.995282055;0.999609168;0.999770337;0.997640682;0.991916416;0.996843732
rxjava;;io.reactivex.xmapz.ObservableFlatMapSinglePerf.observablePlain;count=1;0.198160644;0.197711698;0.197606524;0.196949246;0.197129978;0.001030665;0.01532161;0.017786138;0.017734412;0.015293444;0.010546077;0.00724006;0.017786138;0.997404255;0.997106119;0.993076953;0.998641084;0.997998463;0.996845375
rxjava;;io.reactivex.FlatMapJustPerf.flowable;times=100;0.311095948;0.310934329;0.310342678;0.310234473;0.309656332;0.001439616;0.087883863;0.074045889;0.078322061;0.075691798;0.082426293;0.008380404;0.087883863;0.997525801;0.99364346;0.995295644;0.999079125;0.998698763;0.996848559
rxjava;;io.reactivex.XMapYPerf.flowFlatMapSingle1;times=1000000;0.084295152;0.084083981;0.083889823;0.083675438;0.083439763;8.55E-04;0.032843103;0.028905258;0.032740048;0.029663231;0.030117659;0.002725444;0.032843103;0.993626085;0.997907037;0.997824683;0.996088122;0.998945694;0.996878324
rxjava;;io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observableConvert;count=100000;0.110484612;0.110135759;0.109755897;0.109414133;0.109106129;0.001378483;0.016252991;0.016235401;0.016075199;0.017183705;0.020335584;0.004260384;0.020335584;0.994517652;0.996368144;0.996834536;0.997869282;0.998808484;0.996879619
rxjava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1000000&maxConcurrency=32;0.156578349;0.156392252;0.156192019;0.15600776;0.155805655;7.73E-04;0.058610867;0.070323609;0.065177251;0.068699293;0.063993141;0.006330469;0.070323609;0.997099988;0.998545021;0.997993944;0.996018132;0.994759893;0.996883395
rxjava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableConvert;count=100;0.141121126;0.14070612;0.140142038;0.139611414;0.139195318;0.001925809;0.021786526;0.027778165;0.021391542;0.019047302;0.015580856;0.012197309;0.027778165;0.998667235;0.995787098;0.99840118;0.996506468;0.995074386;0.996887273
rxjava;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observablePlain;count=1;0.226008298;0.22510506;0.224766329;0.223844749;0.223094706;0.002913592;0.01517187;0.020244065;0.012654479;0.015599543;0.009888265;0.0103558;0.020244065;0.998401166;0.993690287;0.997909903;0.997211523;0.997272524;0.996897081
rxjava;;io.reactivex.parallel.ParallelPerf.parallel;compute=1000&count=10000&parallelism=3;0.196092993;0.196085058;0.19606428;0.195999466;0.195947621;1.45E-04;0.089121465;0.100926459;0.091827465;0.086608517;0.088145219;0.012781239;0.100926459;0.998120091;0.996314935;0.995641804;0.998414076;0.996008101;0.996899801
rxjava;;io.reactivex.BinaryFlatMapPerf.maybeFlattenAsObservable;times=1;0.223746834;0.226153951;0.22651817;0.225838969;0.225149036;0.001402202;0.014928241;0.019368986;0.012022154;0.020854646;0.017925957;0.005903803;0.020854646;0.995369616;0.997576945;0.997963968;0.998457209;0.995133906;0.996900329
rxjava;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow0;times=1000000;0.12496059;0.124743733;0.124514083;0.124285507;0.124066954;8.94E-04;0.05269827;0.053553876;0.049434886;0.052733064;0.05346093;0.004026045;0.053553876;0.997801497;0.996945338;0.99564116;0.996540867;0.997644196;0.996914612
rxjava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert;count=1;0.280181216;0.279076135;0.278935707;0.278609392;0.277293596;0.00288762;0.024287115;0.01947182;0.020334812;0.019111006;0.023521656;0.00441065;0.024287115;0.996465927;0.996403132;0.99452669;0.999398522;0.997782007;0.996915256
rxjava;;io.reactivex.ObservableFlatMapPerf.flatMapXRange;count=1;0.104948454;0.104859961;0.104795558;0.104724679;0.104817456;1.31E-04;0.049659094;0.052917953;0.049441567;0.048028009;0.050313108;0.002604846;0.052917953;0.99459344;0.998846449;0.999340908;0.997714531;0.994134309;0.996925927
rxjava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000&maxConcurrency=32&work=1;0.138963596;0.138889855;0.138824174;0.138730999;0.138630512;3.33E-04;0.050099902;0.049115743;0.047007358;0.047567808;0.046255484;0.003844418;0.050099902;0.998894004;0.995286728;0.996251614;0.997086981;0.997202721;0.99694441
log4j2;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.coarseCachedClock;;0.172918879;0.172415322;0.171655336;0.170839635;0.170039163;0.002879716;0.024218151;0.025261475;0.024035661;0.029666166;0.027346691;0.00331103;0.029666166;0.998841352;0.996946529;0.997659785;0.999786284;0.997268928;0.998100575
rxjava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=10000&maxConcurrency=1;0.163395391;0.163219078;0.1631895;0.16315293;0.162696444;6.99E-04;0.022059346;0.024496646;0.020745179;0.020957678;0.018409256;0.00608739;0.024496646;0.996049356;0.995062095;0.996488591;0.998502806;0.998666027;0.996953775
rxjava;;io.reactivex.RxVsStreamPerf.rangeFlatMap;times=1000000;0.170104709;0.169888215;0.169646169;0.169415494;0.169169284;9.35E-04;0.06960303;0.073185653;0.074049888;0.070396738;0.069009589;0.005040299;0.074049888;0.997540457;0.998964291;0.994442205;0.998817662;0.995042161;0.996961355
rxjava;;io.reactivex.ObservableFlatMapPerf.flatMapXRange;count=10;0.098623895;0.098125095;0.097727536;0.097336824;0.096868293;0.001755602;0.005502579;0.003342135;0.003947047;0.004000528;0.008872773;0.005530638;0.008872773;0.997452152;0.998442748;0.99542232;0.996892685;0.996598249;0.996961631
rxjava;;io.reactivex.XMapYPerf.flowFlatMapIterable0;times=1;0.149569168;0.149306161;0.149179807;0.148859695;0.148624425;9.45E-04;0.018157857;0.016548692;0.014291163;0.016066021;0.017901273;0.00361011;0.018157857;0.996490744;0.996486945;0.997547424;0.99558852;0.998746756;0.996972078
rxjava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowablePlain;count=1;0.192698782;0.192064705;0.193009996;0.192302946;0.191632021;0.001377975;0.014204498;0.011879277;0.014679473;0.019044961;0.012441774;0.006603187;0.019044961;0.997754338;0.997445559;0.998826688;0.993626975;0.997212841;0.99697328
rxjava;;io.reactivex.xmapz.FlowableConcatMapMaybePerf.flowableConvert;count=1000000;0.099680343;0.099462699;0.099227415;0.098995021;0.098806959;8.73E-04;0.039465853;0.040213096;0.03745675;0.038312864;0.035802531;0.004410564;0.040213096;0.998714026;0.997680252;0.995780276;0.995573054;0.997128678;0.996975257
rxjava;;io.reactivex.XMapYPerf.flowFlatMapCompletableAsFlow0;times=1;0.227542883;0.226663428;0.225655521;0.224613034;0.224784668;0.002758215;0.016666555;0.010893246;0.014665207;0.008912328;0.016485334;0.007573006;0.016666555;0.990465192;0.998070196;0.998110728;0.999329173;0.99895804;0.996986666
rxjava;;io.reactivex.PublishProcessorPerf.unbounded1;;0.149516302;0.14878022;0.148065589;0.149875793;0.149195824;0.001130235;0.014089385;0.013744555;0.010431137;0.01640542;0.009480338;0.006925082;0.01640542;0.998948328;0.9964348;0.999180318;0.998038041;0.992334557;0.996987209
rxjava;;io.reactivex.FlattenRangePerf.observable;times=1000;0.09627487;0.09580019;0.095561224;0.095111802;0.094667012;0.001607858;0.006635973;0.004463638;0.007816898;0.008949448;0.004767662;0.004181786;0.008949448;0.99819294;0.997684534;0.995409714;0.996227526;0.997479914;0.996998926
rxjava;;io.reactivex.parallel.ParallelPerf.groupBy;compute=10000&count=10000&parallelism=2;0.119067279;0.118971959;0.118876409;0.118797;0.118722899;3.44E-04;0.041728403;0.041995238;0.032882421;0.03494937;0.036450031;0.005545207;0.041995238;0.997780522;0.997905776;0.997360568;0.995826546;0.996165204;0.997007723
rxjava;;io.reactivex.xmapz.FlowableConcatMapMaybePerf.flowableDedicated;count=1000;0.04455367;0.044441591;0.045148305;0.045586834;0.045470536;0.001028945;0.002598765;0.00368303;0.002483538;0.004819676;0.004383289;0.001899751;0.004819676;0.991575419;0.999769649;0.998424091;0.999474607;0.995847506;0.997018254
rxjava;;io.reactivex.xmapz.FlowableConcatMapMaybePerf.flowablePlain;count=1000000;0.084692298;0.084338264;0.083995672;0.083639365;0.083328101;0.001364197;0.007010215;0.008380403;0.005267921;0.007174624;0.009762879;0.004494958;0.009762879;0.997787202;0.997918781;0.998437046;0.993344052;0.99770797;0.99703901
rxjava;;io.reactivex.XMapYPerf.flowFlatMapSingle1;times=10;0.297199931;0.297116241;0.296189029;0.294978186;0.294883834;0.002316097;0.042683789;0.048739895;0.040706937;0.033389084;0.039670109;0.009069786;0.048739895;0.998383647;0.995632097;0.997373374;0.997717458;0.996177354;0.997056786
rxjava;;io.reactivex.StrictPerf.external;count=1&cpu=1000;0.165038642;0.16584212;0.16522102;0.164738651;0.16449279;0.00134933;0.013217993;0.009920815;0.011313618;0.016823951;0.014262732;0.004341917;0.016823951;0.997239664;0.997689309;0.994799247;0.997404905;0.998198232;0.997066271
rxjava;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowablePlain;count=10000;0.074872398;0.07468181;0.074384907;0.074158064;0.073895902;9.76E-04;0.004078831;0.004376534;0.004144866;0.00468667;0.004258965;4.28E-04;0.00468667;0.995383219;0.998478015;0.997617004;0.995398363;0.998467254;0.997068771
rxjava;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableDedicated;count=100000;0.154982949;0.154195029;0.153415332;0.152648928;0.151893245;0.003089705;0.017047905;0.0130306;0.011585636;0.009909659;0.01199109;0.005056814;0.017047905;0.995069112;0.99711627;0.998094665;0.998012807;0.99708981;0.997076533
rxjava;;io.reactivex.XMapYPerf.flowFlatMapCompletableAsFlow0;times=10;0.350378674;0.349180987;0.348815331;0.347733383;0.346944701;0.003433973;0.053690818;0.038314235;0.06146227;0.056594752;0.047785905;0.013676364;0.06146227;0.996995202;0.998481628;0.994036481;0.996533792;0.999420013;0.997093423
rxjava;;io.reactivex.EachTypeFlatMapPerf.singleJust;times=1000;0.222109789;0.221534225;0.220647256;0.22048739;0.22054163;0.001568159;0.017627582;0.016808241;0.022729854;0.01519025;0.014174603;0.008555251;0.022729854;0.998097528;0.995456649;0.99679732;0.997262307;0.997942214;0.997111203
rxjava;;io.reactivex.XMapYPerf.flowFlatMapMaybe0;times=100000;0.119226341;0.11881526;0.118447447;0.118055617;0.117676712;0.001549629;0.030594415;0.030927539;0.028445039;0.028903564;0.029422692;0.001504847;0.030927539;0.994186041;0.997366593;0.997640608;0.99748113;0.999066543;0.997148183
rxjava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=1000000&maxConcurrency=128;0.066645292;0.06648084;0.066353544;0.066179151;0.065991518;6.54E-04;0.023520348;0.021174687;0.022592057;0.023223336;0.024077694;0.002903006;0.024077694;0.999122148;0.997726321;0.998591328;0.997456321;0.992889871;0.997157198
rxjava;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableConvert;count=1000000;0.116833174;0.116575568;0.116309314;0.116023566;0.115766853;0.001066322;0.044579469;0.04425028;0.041535912;0.049012761;0.043072864;0.005939897;0.049012761;0.995922508;0.995900768;0.998781746;0.996368488;0.998887162;0.997172134
rxjava;;io.reactivex.OperatorMergePerf.mergeNSyncStreamsOf1;size=100;0.237530823;0.23662022;0.235704996;0.234798298;0.233990519;0.003540304;0.019510572;0.022649035;0.019710461;0.019720282;0.022444426;0.002933854;0.022649035;0.998368265;0.998710956;0.997185411;0.998772273;0.992945571;0.997196495
rxjava;;io.reactivex.xmapz.FlowableConcatMapSinglePerf.flowableDedicated;count=1000;0.054317094;0.054147672;0.053986376;0.053750511;0.053543771;7.73E-04;0.00322894;0.005547596;0.00409403;0.004392878;0.004186417;0.001361178;0.005547596;0.99782186;0.997691465;0.998646949;0.996481086;0.995362637;0.997200799
rxjava;;io.reactivex.xmapz.FlowableFlatMapCompletablePerf.flowablePlain;count=10;0.412914083;0.411652483;0.410067376;0.409072785;0.407655385;0.005258698;0.029806304;0.035793604;0.026390993;0.03979891;0.040701572;0.01431058;0.040701572;0.997994603;0.998427428;0.997822928;0.996518582;0.995243338;0.997201376
rxjava;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observableDedicated;count=1;0.217924482;0.21748667;0.216749765;0.216732769;0.216524929;0.001399553;0.012587062;0.013960539;0.013967658;0.014069509;0.012724582;0.001344927;0.014069509;0.996150199;0.996937056;0.995792375;0.998317934;0.998976697;0.997234852
rxjava;;io.reactivex.ReducePerf.obsMaybe;times=1000000;0.345581436;0.344669864;0.343831576;0.343187955;0.342113887;0.003467549;0.101600827;0.097721686;0.096313687;0.101711672;0.090394517;0.011317155;0.101711672;0.994317866;0.999032077;0.996237326;0.99834282;0.998448105;0.997275639
rxjava;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableDedicated;count=1000;0.055152449;0.054941566;0.054737799;0.054513779;0.054311733;8.41E-04;0.003653286;0.004965408;0.003224775;0.004865554;0.003530211;0.001435197;0.004965408;0.999339533;0.995142411;0.99708739;0.999219543;0.995631673;0.99728411
rxjava;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observableConvert;count=1000000;0.243091536;0.24250998;0.241894601;0.241405194;0.240862089;0.002229448;0.085996437;0.089500719;0.088437338;0.086353908;0.079382125;0.010118594;0.089500719;0.998580604;0.997749098;0.998739554;0.998774102;0.992633609;0.997295394
