"project","numberOfBenchmarks","avgNumberOfBenchmarksPerClass","avgNumberOfBenchmarksPerFile","parameterizationUsedPercentage","groupsUsedPercentage","blackholeUsedPercentage","controlUsedPercentage","hasStateObjectsWithJmhParamsPercentage","hasStateObjectsWithoutJmhParamsPercentage","returnTypeUsedPercentage","returnTypeOrBlackholeUsedPercentage","nothingSetPercentage","benchmarkIsInnerClassPercentage","stars","forks","watchers","numberOfCommits","numberOfContributors"
"real-logic/simple-binary-encoding","4","2.0","2.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","1962","325","204","2579","56"
"reific/braid","11","11.0","11.0","0.0","0.0","0.0","0.0","0.0","0.18181818181818182","1.0","1.0","1.0","0.0","1","1","2","40","2"
"relayrides/pushy","2","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.5","0.0","1046","287","167","1421","28"
"ReneNeubert/gradle-java-template","12","12.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","1","82","1"
"renoth/texxxxas","2","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0","0","1","19","1"
"requery/requery","2","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2856","247","95","848","33"
"rerorero/oleoleflake","1","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","2","3","13","1"
"resilience4j/resilience4j","15","3.0","3.0","0.0","0.5333333333333333","0.4","0.0","0.0","0.0","0.4666666666666667","0.8666666666666667","0.0","0.0","4085","486","168","981","64"
"restfb/restfb-benchmark","3","1.5","1.5","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.3333333333333333","0.6666666666666666","0.0","0","0","3","4","1"
"rgorodischer/microbenchmarks","4","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","0","1","1","9","1"
"ricdong/presto","21","3.5","3.5","0.0","0.0","0.0","0.0","0.8571428571428571","0.047619047619047616","1.0","1.0","0.0","0.0","2","0","1","9","1"
"RichardWarburton/java-final-benchmark","34","17.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4411764705882353","0.4411764705882353","0.0","0.0","10","7","4","16","2"
"rkraneis/rtree","33","33.0","33.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","1","2","1","676","3"
"rmpestano/cukedoctor","1","1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","56","21","8","667","8"
"rnc/jmh-benchmarks","2","2.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0","0","1","3","1"
"RoaringBitmap/RoaringBitmap","265","3.486842105263158","3.486842105263158","0.19245283018867926","0.0","0.026415094339622643","0.0","0.1811320754716981","0.47547169811320755","0.9584905660377359","0.9849056603773585","0.018867924528301886","0.0","1379","260","102","1925","38"
"robinst/autolink-java","1","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","132","34","9","125","4"
"robinst/microbenchmarks","11","2.2","2.2","0.6363636363636364","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","0","0","1","10","1"
"rodolfodpk/myeslib2","2","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","2","2","1","213","1"
"RodrigoRubino/DC-UFSCar-ES2-201601-Grupo-Brainstorm","4","4.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","0","0","5","44","4"
"rolve/better-checks","3","3.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","1","0","0","138","1"
"rsby/gunmetal","2","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2","0","1","212","2"
"rslemos/cobolg","3","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0","0","1","542","1"
"rslemos/pet-grammars","1","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0","0","1","23","1"
"rsocket/rsocket-java","16","2.6666666666666665","2.6666666666666665","0.0","0.0","0.625","0.0","0.0","0.375","0.375","0.625","0.0","0.0","1118","169","86","940","36"
"RTBHOUSE/avro-fastserde","40","8.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28","7","10","39","4"
"RTBHOUSE/neural-network-native-ops","11","11.0","11.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","2","3","5","44","3"
"ruediste/salta-benchmark","8","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0","0","1","15","1"
"runidle/runidle-testing","9","4.5","4.5","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","6","2"
"ruslan-sverchkov/aho-corasick","10","10.0","10.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0","0","1","24","1"
"rxin/jvm-unsafe-utils","3","3.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.3333333333333333","1.0","0.0","51","14","15","22","1"
"s4ke/moar","7","2.3333333333333335","2.3333333333333335","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","13","1","3","160","1"
"sajato/logw","13","6.5","6.5","0.0","0.0","0.0","0.0","0.0","0.0","0.23076923076923078","0.23076923076923078","0.0","0.0","3","1","2","84","2"
"salyh/jsr353-benchmark","72","14.4","14.4","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1","1","1","18","1"
"Sandyarathi/Lab2gRPC","36","5.142857142857143","5.142857142857143","0.2222222222222222","0.0","0.0","0.0","0.0","0.0","0.05555555555555555","0.05555555555555555","0.16666666666666666","0.0","0","0","1","3","1"
"sangupta/gather","2","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24","3","4","114","1"
"sboesebeck/morphium","12","3.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","49","13","15","2735","7"
"sbwdlihao/chainj","1","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","1","17","1"
"SeanPMiller/containers","16","3.2","3.2","0.0","0.0","0.375","0.0","0.0","0.0","0.625","1.0","0.0","0.0","0","0","1","15","1"
"SerCeMan/jmh-spring","1","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","1","0","3","1"
"shalinmangar/solr-jmh-tests","10","5.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","1","12","1"
"shunfei/indexr","48","4.363636363636363","5.333333333333333","0.4583333333333333","0.0","0.10416666666666667","0.0","0.0","0.0","0.08333333333333333","0.1875","0.0","0.14583333333333334","399","120","62","130","2"
"simonpatrick/stepbystep-java","13","3.25","3.25","0.3076923076923077","0.0","0.3076923076923077","0.0","0.0","0.0","0.6923076923076923","1.0","0.0","0.0","0","0","0","106","1"
"SlimRoms/android_external_okhttp","8","8.0","8.0","0.0","0.25","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","2","3","707","17"
"smarr/GraalCompiler","21","3.0","3.0","0.0","0.0","0.14285714285714285","0.0","0.0","0.23809523809523808","0.5238095238095238","0.6666666666666666","0.2857142857142857","0.0","0","0","1","22707","24"
"smoketurner/graphiak","1","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","2","0","1","18","1"
"smoketurner/notification","6","3.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","40","9","4","290","3"
"smoketurner/uploader","1","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","6","1","1","206","2"
"snazy/ohc","8","4.0","4.0","1.0","0.0","0.0","0.0","0.0","0.75","0.0","0.0","0.0","0.0","433","72","45","408","4"
"snikiforov4/try-geolocation","2","2.0","2.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","1","18","1"
"SoatGroup/benchamrk-lambda","14","4.666666666666667","4.666666666666667","1.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","1","0","4","2","1"
"sormuras/treasure","16","5.333333333333333","5.333333333333333","0.0","0.0","0.375","0.0","0.0","1.0","0.0","0.375","1.0","0.0","0","0","1","24","1"
"sparkoo/Java-Grande-JMH","93","5.470588235294118","5.470588235294118","0.043010752688172046","0.0","0.6774193548387096","0.0","0.0","0.0","0.23655913978494625","0.9139784946236559","1.0","0.0","2","0","1","60","1"
"spiffykahuna/TIJ4-code_idea","13","1.4444444444444444","3.25","0.0","0.6153846153846154","0.0","0.0","0.0","0.0","0.6153846153846154","0.6153846153846154","0.07692307692307693","0.7692307692307693","1","0","1","32","1"
"spotify/apollo","1","1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1508","205","144","519","30"
"spotify/completable-futures","4","4.0","4.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0","204","21","124","135","10"
"spotify/missinglink","3","3.0","3.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0","0.0","45","8","118","117","7"
"spotify/netty-zmtp","6","6.0","6.0","0.0","0.0","0.6666666666666666","0.0","0.0","0.0","0.3333333333333333","1.0","1.0","0.0","232","55","137","272","3"
"spotify/sparkey-java","10","2.0","2.0","0.5","0.0","0.0","0.0","0.0","0.0","0.6","0.6","0.0","0.0","90","20","20","131","7"
"spriet2000/handlers","1","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","2","0","1","72","1"
"spriet2000/vertx-http-router","2","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","7","1","1","28","1"
"spring-cloud/spring-cloud-sleuth","19","3.1666666666666665","3.1666666666666665","0.0","0.0","0.0","0.0","0.0","0.7894736842105263","0.0","0.0","0.0","0.0","1119","518","124","2292","73"
"springside/springside4","3","3.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","5700","3067","1138","1074","21"
"square/okio","32","3.5555555555555554","3.5555555555555554","0.4375","0.0625","0.0","0.0","0.0","0.25","0.34375","0.34375","0.0","0.0","6499","935","277","875","43"
"Squarespace/less-compiler","1","1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","16","6","20","408","1"
"Squarespace/template-compiler","27","3.857142857142857","3.857142857142857","0.0","0.0","0.5925925925925926","0.0","0.0","1.0","0.0","0.5925925925925926","0.0","0.0","32","6","21","633","4"
"SquidPony/SquidLib","269","22.416666666666668","24.454545454545453","0.0","0.0","0.22676579925650558","0.0","0.1821561338289963","0.3903345724907063","0.7211895910780669","0.9479553903345725","0.02973977695167286","0.02973977695167286","273","42","36","2022","10"
"srvaroa/jbcnconf","21","4.2","4.2","0.7619047619047619","0.8571428571428571","0.5714285714285714","0.0","0.0","0.0","0.0","0.5714285714285714","0.0","0.0","4","3","3","7","2"
"ssaarela/javersion","8","2.6666666666666665","2.6666666666666665","1.0","0.0","0.25","0.0","0.0","0.0","0.75","1.0","0.0","0.0","39","4","4","634","1"
"stagemonitor/stagemonitor","7","2.3333333333333335","2.3333333333333335","0.0","0.0","0.2857142857142857","0.0","0.0","0.0","0.7142857142857143","1.0","1.0","0.0","1487","248","123","1908","24"
"stewsters/stewsters-util","4","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","8","1","1","166","1"
"structlogging/structlogger","55","55.0","55.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2","0","1","169","2"
"sujanctg2005/test-project","1","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","1","11","1"
"svenruppert/rapidpm-microservice","2","2.0","2.0","0.0","0.0","0.5","0.0","0.0","0.5","0.0","0.5","0.0","0.0","5","4","11","410","6"
"Swrve/rate-limited-logger","3","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26","4","58","77","5"
"taichi/jmh-gradle-ide","3","3.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1","1","2","3","1"
"taichi/json-benchmarks","47","2.611111111111111","5.222222222222222","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0","6","3","1","3","1"
"takari/bpm","3","1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","11","5","16","454","6"
"tallerjavaunicen/TallerJava","3","1.5","1.5","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","5","3","41","4"
"taojiaenx/netty-source-study","32","5.333333333333333","5.333333333333333","0.25","0.0","0.0","0.0","0.0","0.0","0.0625","0.0625","0.1875","0.0","0","0","1","7","1"
"tdunning/t-digest-benchmark","4","1.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","7","3","2","23","2"
"Techcable/Event4J","3","3.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","25","4","3","24","2"
"TechEmpower/misc","4","4.0","4.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","4","2","5","7","1"
"tempredirect/GeoFun","4","4.0","4.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0","0","0","18","1"
"terma/fast-select","48","2.6666666666666665","2.6666666666666665","0.10416666666666667","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","11","7","0","261","1"
"terma/mutable-fast-select","4","2.0","2.0","1.0","0.75","0.5","0.0","0.0","0.0","0.5","1.0","0.0","0.0","0","1","1","18","1"
"thaibui/algorithms-core","35","7.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","0","0","1","61","1"
"thejotta/CloudSimPlusModificado","3","3.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","2","0","0","455","6"
"thesmythgroup/SiftXml","3","1.5","1.5","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","2","1","29","18","1"
"thheller/shadow-pgsql","5","1.6666666666666667","1.6666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0.4","0.6","0.0","16","0","2","96","1"
"ThomasKrieger/benchmarks","21","2.625","2.625","0.0","0.19047619047619047","0.0","0.0","0.0","0.3333333333333333","0.3333333333333333","0.3333333333333333","0.19047619047619047","0.0","4","2","3","7","1"
"ThreeTen/threeten-bench","11","5.5","5.5","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0","1","2","5","1"
"thymeleaf/thymeleaf-benchmarks","20","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","2","2","4","21","2"
"tinyj/tinyj-lazy","4","4.0","4.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1","0","1","12","0"
"titorenko/quick-csv-streamer","5","5.0","5.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","27","6","4","39","2"
"tkowalcz/openjdk-jmh","6","6.0","6.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0","0","1","6","1"
"tkowalcz/presentations","8","4.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.25","0.25","0.0","0.0","5","1","1","37","1"
"tmontgomery/nuklei","4","2.0","2.0","0.0","1.0","0.0","1.0","0.0","0.5","0.0","0.0","0.0","0.0","5","13","1","52","2"
"tobijdc/PRNG-Performance","21","3.0","3.0","0.0","0.0","0.8571428571428571","0.0","0.0","0.09523809523809523","0.14285714285714285","1.0","0.0","0.0","11","2","1","8","2"
"togglz/togglz","15","3.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","531","169","43","724","48"
"tommyettinger/sarong","407","81.4","81.4","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","6","0","1","215","1"
"tomwhoiscontrary/sarcoptic","4","4.0","4.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1","0","2","17","1"
"tools4j/decimal4j","102","4.25","4.25","0.7450980392156863","0.0","0.9411764705882353","0.0","0.7843137254901961","0.21568627450980393","0.058823529411764705","1.0","1.0","0.0","68","10","11","376","2"
"tootedom/herdcache","4","1.3333333333333333","1.3333333333333333","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","6","3","1","256","4"
"tramchamploo/buffer-slayer","15","5.0","5.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","9","15","2","457","1"
"traneio/future","90","18.0","18.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","209","14","17","341","1"
"trautonen/logback-ext","2","2.0","2.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","22","37","1","70","2"
"TridentSDK/Trident","8","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.5","1.0","0.0","58","23","15","1179","13"
"TridentSDK/TridentSDK","1","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","47","21","18","909","15"
"ttsiodras/HexSpeak","1","1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1","0","1","115","2"
"TU-Berlin-SNET/tresor-pdp-caching","18","1.8","1.8","0.6666666666666666","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","0","1","9","2","2"
"tudorv91/SparkJNI","2","2.0","2.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","11","3","3","95","2"
"tweakers-dev/objectpool-benchmarks","6","3.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0","0","5","3","1"
"twitter/hpack","2","1.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","156","42","135","63","5"
"txazo/java","6","1.5","1.5","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","1.0","0.0","0","1","1","100","1"
"tzaeschke/distributed-phtree","26","3.7142857142857144","3.7142857142857144","0.0","0.0","0.0","0.0","0.0","0.9615384615384616","1.0","1.0","0.0","0.0","1","1","1","379","2"
"uber/h3-java","18","3.6","3.6","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","69","17","12","170","2"
"uber/tchannel-java","3","1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","123","58","2338","565","23"
"uchuhimo/kotlin-playground","2","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","1","95","1"
"udoprog/scribe","1","1.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0","0","1","22","1"
"udoprog/tiny-async-java","16","2.6666666666666665","2.6666666666666665","0.1875","0.0","0.0","0.0","0.0","0.1875","0.1875","0.1875","0.8125","0.0","12","7","2","209","3"
"udoprog/tiny-serializer-java","18","3.0","3.0","0.0","0.0","0.6666666666666666","0.0","0.0","0.0","0.0","0.6666666666666666","1.0","0.0","4","1","1","163","1"
"uliashkevich/native-struct","7","7.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","1","11","1"
"user405/test","3","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0","0","1","954","15"
"uujava/cqengine-query-jmh","31","6.2","6.2","0.45161290322580644","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0","0","1","11","1"
"Vanilla-Java/Microservices","1","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","29","16","8","51","2"
"Vedenin/java_in_examples","49","8.166666666666666","8.166666666666666","0.20408163265306123","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.2857142857142857","0.0","37","29","10","100","1"
"vgalloy/autocatch","14","7.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","1","0","1","61","1"
"vibneiro/dispatching","15","5.0","5.0","0.6","0.0","0.0","0.0","0.0","0.2","0.4","0.4","1.0","0.0","3","0","2","90","1"
"victor-cr/template-text-parser","4","2.0","2.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0","0","0","14","1"
"victor-cr/threadlocal-benchmark","18","18.0","18.0","0.0","0.0","0.5555555555555556","0.0","0.0","1.0","0.0","0.5555555555555556","0.0","0.0","1","0","0","28","1"
"vietj/reactive-pg-client","9","2.25","2.25","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","32","3","4","875","13"
"viniciusfbarbosa/DC-UFSCar-ES2-201601-Grupo-AMTV-","4","4.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","0","1","6","53","4"
"virsox/cepsim","2","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3","2","1","120","2"
"VitrifiedCode/JavaUtilities","3","3.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","1","52","1"
"vladimir-bukhtoyarov/bucket4j","9","3.0","3.0","0.0","0.0","0.0","0.0","0.0","0.8888888888888888","0.6666666666666666","0.6666666666666666","0.0","0.0","605","102","55","483","14"
"vladimir-bukhtoyarov/rolling-metrics","57","4.071428571428571","4.071428571428571","0.0","0.5263157894736842","0.0","0.0","0.0","0.9298245614035088","0.49122807017543857","0.49122807017543857","0.0","0.0","71","9","6","174","4"
"vladimirdolzhenko/gflogger","9","4.5","4.5","0.6666666666666666","0.3333333333333333","0.0","0.0","0.0","0.2222222222222222","0.0","0.0","0.0","0.0","19","8","2","215","2"
"vladimirdolzhenko/hashCodeLegend","15","1.6666666666666667","1.6666666666666667","0.6666666666666666","0.0","0.2","0.0","0.0","0.0","0.8","1.0","0.0","0.0","2","0","0","33","1"
"vlsi/compactmap","9","9.0","9.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","30","5","6","34","1"
"volkodava/disruptor-benchmark-tests","1","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1","1","1","18","1"
"volodarsky/zephyr-benchmark","10","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","1","5","1"
"volodin-aa/openjdk-benchmark","12","12.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0","0","1","9","1"
"vongosling/jvm-serializer","5","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","17","14","5","28","1"
"vsch/flexmark-java","4","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","1041","121","48","1125","30"
"vsonnier/hppcrt","28","2.8","2.8","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","58","5","5","709","2"
"waffle/waffle","2","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","336","160","43","2424","46"
"wallerlab/yoink","1","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","2","1","4","136","2"
"wavesoftware/java-eid-exceptions","9","4.5","4.5","0.0","0.0","1.0","0.0","0.0","0.4444444444444444","0.0","1.0","1.0","0.0","9","4","1","106","2"
"wenerme/seq","2","1.0","1.0","0.5","0.0","1.0","0.0","0.0","0.5","0.0","1.0","0.0","0.0","2","1","3","12","1"
"wesamhaboush/furmat","5","5.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","1","6","1"
"wesleyegberto/courses-projects","2","1.0","1.0","0.0","0.0","0.0","0.0","0.5","0.5","0.0","0.0","0.0","0.0","1","0","1","106","1"
"whitingjr/batch-rewrite-statements-perf","6","3.0","3.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","1","1","18","1"
"willhaben/blog","5","5.0","5.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","17","12","13","13","2"
"witi83/jmh-primitive-data-types","6","6.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0","0","1","2","1"
"witi83/jmh-streams","3","3.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0","0","1","4","1"
"wondee/faststring","8","4.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2","0","1","202","1"
"Workiva/frugal","1","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","93","49","27","3681","59"
"wotifgroup/wotif-logutils","1","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0","0","5","13","2"
"x-stream/xstream","18","3.6","3.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","449","133","41","2686","21"
"xiajunsongfan/scud","1","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","1","61","1"
"XueweiKent/LockedTransaction","30","10.0","10.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.06666666666666667","0.0","0.06666666666666667","0.0","0.0","1","1","1","40","2"
"xzy256/grpc-java-mips64","15","1.3636363636363635","1.3636363636363635","0.8666666666666667","0.0","0.06666666666666667","0.0","0.0","0.3333333333333333","0.5333333333333333","0.6","0.0","0.0","0","0","0","6","1"
"y-lan/presto","27","2.7","2.7","0.14814814814814814","0.0","0.0","0.0","0.7407407407407407","0.037037037037037035","1.0","1.0","0.0","0.0","1","0","1","6578","100"
"yanchith/pattern","11","2.75","2.75","0.0","0.0","0.6363636363636364","0.0","0.0","0.0","0.36363636363636365","1.0","0.0","0.0","1","1","1","114","1"
"yandex/yoctodb","18","9.0","9.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","67","13","8","277","6"
"yshahun/probabilistic-util","3","3.0","3.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0","0","1","4","1"
"yulang/Modified-Parquet","14","7.0","7.0","0.0","0.0","0.5","0.0","0.0","0.0","0.0","0.5","1.0","0.0","0","0","1","17","1"
"Zappos/zappos-json","8","4.0","4.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","6","2","5","33","2"
"zapster/graal-core","52","3.466666666666667","3.466666666666667","0.0","0.0","0.15384615384615385","0.0","0.0","0.2692307692307692","0.4807692307692308","0.6346153846153846","0.38461538461538464","0.0","1","0","2","14001","31"
"zzuhtzy/okio-source-read","11","5.5","5.5","0.0","0.18181818181818182","0.0","0.0","0.0","0.7272727272727273","0.0","0.0","0.0","0.0","0","0","2","53","1"
